#time, NSats[]
16.4001,0
16.5001,0
16.6001,0
16.7001,0
16.8001,0
16.9001,0
17.0001,0
17.1001,0
17.2001,0
17.3001,0
17.4001,0
17.5001,0
17.6001,0
17.7001,0
17.8001,0
17.9001,0
18.0001,0
18.1001,0
18.2001,0
18.3001,0
18.4001,0
18.5001,0
18.6001,0
18.7001,0
18.8001,0
18.9001,0
19.0001,0
19.1001,0
19.2001,0
19.3001,0
19.4001,0
19.5001,0
19.6001,0
19.7001,0
19.8001,0
19.9001,0
20.0001,0
20.1001,0
20.2001,0
20.3001,0
20.4001,0
20.5001,0
20.6001,0
20.7001,0
20.8001,0
20.9001,0
21.0001,0
21.1001,0
21.2001,0
21.3001,0
21.4001,0
21.5001,0
21.6001,0
21.7001,0
21.8001,0
21.9001,0
22.0001,0
22.1001,0
22.2001,0
22.3001,0
22.4001,0
22.5001,0
22.6001,0
22.7001,0
22.8001,0
22.9001,0
23.0001,0
23.1001,0
23.2001,0
23.3001,0
23.4001,0
23.5001,0
23.6001,0
23.7001,0
23.8001,0
23.9001,0
24.0001,0
24.1001,0
24.2001,0
24.3001,0
24.4001,0
24.5001,0
24.6001,0
24.7001,0
24.8001,0
24.9001,0
25.0001,0
25.1001,0
25.2001,0
25.3001,0
25.4001,0
25.5001,0
25.6001,0
25.7001,0
25.8001,0
25.9001,0
26.0001,0
26.1001,0
26.2001,0
26.3001,0
26.4001,0
26.5001,0
26.6001,0
26.7001,0
26.8001,0
26.9001,0
27.0001,0
27.1001,0
27.2001,0
27.3001,0
27.4001,0
27.5001,0
27.6001,0
27.7001,0
27.8001,0
27.9001,0
28.0001,0
28.1001,0
28.2001,0
28.3001,0
28.4001,0
28.5001,0
28.6001,0
28.7001,0
28.8001,0
28.9001,0
29.0001,0
29.1001,0
29.2001,0
29.3001,0
29.4001,0
29.5001,0
29.6001,0
29.7001,0
29.8001,0
29.9001,0
30.0001,0
30.1001,0
30.2001,0
30.3001,0
30.4001,0
30.5001,0
30.6001,0
30.7001,0
30.8001,0
30.9001,0
31.0001,0
31.1001,0
31.2001,0
31.3001,0
31.4001,0
31.5001,0
31.6001,0
31.7001,0
31.8001,0
31.9001,0
32.0001,0
32.1001,0
32.2001,0
32.3001,0
32.4001,0
32.5001,0
32.6001,0
32.7001,0
32.8001,0
32.9001,0
33.0001,0
33.1001,0
33.2001,0
33.3001,0
33.4001,0
33.5001,0
33.6001,0
33.7001,0
33.8001,0
33.9001,0
34.0001,0
34.1001,0
34.2001,0
34.3001,0
34.4001,0
34.5001,0
34.6001,0
34.7001,0
34.8001,0
34.9001,0
35.0001,0
35.1001,0
35.2001,0
35.3001,0
35.4001,0
35.5001,0
35.6001,0
35.7001,0
35.8001,0
35.9001,0
36.0001,0
36.1001,0
36.2001,0
36.3001,0
36.4001,0
36.5001,0
36.6001,0
36.7001,0
36.8001,0
36.9001,0
37.0001,0
37.1001,0
37.2001,0
37.3001,0
37.4001,0
37.5001,0
37.6001,0
37.7001,0
37.8001,0
37.9001,0
38.0001,0
38.1001,0
38.2001,0
38.3001,0
38.4001,0
38.5001,0
38.6001,0
38.7001,0
38.8001,0
38.9001,0
39.0001,0
39.1001,0
39.2001,0
39.3001,0
39.4001,0
39.5001,0
39.6001,0
39.7001,0
39.8001,0
39.9001,0
40.0001,0
40.1001,0
40.2001,0
40.3001,0
40.4001,0
40.5001,0
40.6001,0
40.7001,0
40.8001,0
40.9001,0
41.0001,0
41.1001,0
41.2001,0
41.3001,0
41.4001,0
41.5001,0
41.6001,0
41.7001,0
41.8001,0
41.9001,0
42.0001,0
42.1001,0
42.2001,0
42.3001,0
42.4001,0
42.5001,0
42.6001,0
42.7001,0
42.8001,0
42.9001,0
43.0001,0
43.1001,0
43.2001,0
43.3001,0
43.4001,0
43.5001,0
43.6001,0
43.7001,4
43.8001,4
43.9001,4
44.0001,4
44.1001,4
44.2001,4
44.3001,4
44.4001,4
44.5001,4
44.6001,4
44.7001,4
44.8001,4
44.9001,4
45.0001,4
45.1001,4
45.2001,4
45.3001,4
45.4001,4
45.5001,4
45.6001,4
45.7001,4
45.8001,4
45.9001,4
46.0001,4
46.1001,4
46.2001,4
46.3001,4
46.4001,4
46.5001,4
46.6001,4
46.7001,5
46.8001,5
46.9001,5
47.0001,5
47.1001,5
47.2001,5
47.3001,5
47.4001,5
47.5001,5
47.6001,5
47.7001,5
47.8001,5
47.9001,5
48.0001,5
48.1001,5
48.2001,5
48.3001,5
48.4001,5
48.5001,5
48.6001,5
48.7001,5
48.8001,5
48.9001,5
49.0001,5
49.1001,5
49.2001,5
49.3001,5
49.4001,5
49.5001,5
49.6001,5
49.7001,5
49.8001,5
49.9001,5
50.0001,5
50.1001,5
50.2001,5
50.3001,5
50.4001,5
50.5001,5
50.6001,5
50.7001,5
50.8001,5
50.9001,5
51.0001,5
51.1001,5
51.2001,5
51.3001,5
51.4001,5
51.5001,5
51.6001,5
51.7001,5
51.8001,5
51.9001,5
52.0001,5
52.1001,5
52.2001,5
52.3001,5
52.4001,5
52.5001,5
52.6001,5
52.7001,5
52.8001,5
52.9001,5
53.0001,5
53.1001,5
53.2001,5
53.3001,5
53.4001,5
53.5001,5
53.6001,5
53.7001,5
53.8001,5
53.9001,5
54.0001,5
54.1001,5
54.2001,5
54.3001,5
54.4001,5
54.5001,5
54.6001,5
54.7001,5
54.8001,5
54.9001,5
55.0001,5
55.1001,5
55.2001,5
55.3001,5
55.4001,5
55.5001,5
55.6001,5
55.7001,5
55.8001,5
55.9001,5
56.0001,5
56.1001,5
56.2001,5
56.3001,5
56.4001,5
56.5001,5
56.6001,5
56.7001,5
56.8001,5
56.9001,5
57.0001,5
57.1001,5
57.2001,5
57.3001,5
57.4001,5
57.5001,5
57.6001,5
57.7001,5
57.8001,5
57.9001,5
58.0001,5
58.1001,5
58.2001,5
58.3001,5
58.4001,5
58.5001,5
58.6001,5
58.7001,5
58.8001,5
58.9001,5
59.0001,5
59.1001,5
59.2001,5
59.3001,5
59.4001,5
59.5001,5
59.6001,5
59.7001,6
59.8001,6
59.9001,6
60.0001,6
60.1001,6
60.2001,6
60.3001,6
60.4001,6
60.5001,6
60.6001,6
60.7001,6
60.8001,6
60.9001,6
61.0001,6
61.1001,6
61.2001,6
61.3001,6
61.4001,6
61.5001,6
61.6001,6
61.7001,9
61.8001,9
61.9001,9
62.0001,9
62.1001,9
62.2001,9
62.3001,9
62.4001,9
62.5001,9
62.6001,9
62.7001,9
62.8001,9
62.9001,9
63.0001,9
63.1001,9
63.2001,9
63.3001,9
63.4001,9
63.5001,9
63.6001,9
63.7001,9
63.8001,9
63.9001,9
64.0001,9
64.1001,9
64.2001,9
64.3001,9
64.4001,9
64.5001,9
64.6001,9
64.7001,9
64.8001,9
64.9001,9
65.0001,9
65.1001,9
65.2001,9
65.3001,9
65.4001,9
65.5001,9
65.6001,9
65.7001,9
65.8001,9
65.9001,9
66.0001,9
66.1001,9
66.2001,9
66.3001,9
66.4001,9
66.5001,9
66.6001,9
66.7001,9
66.8001,9
66.9001,9
67.0001,9
67.1001,9
67.2001,9
67.3001,9
67.4001,9
67.5001,9
67.6001,9
67.7001,9
67.8001,9
67.9001,9
68.0001,9
68.1001,9
68.2001,9
68.3001,9
68.4001,9
68.5001,9
68.6001,9
68.7001,9
68.8001,9
68.9001,9
69.0001,9
69.1001,9
69.2001,9
69.3001,9
69.4001,9
69.5001,9
69.6001,9
69.7001,9
69.8001,9
69.9001,9
70.0001,9
70.1001,9
70.2001,9
70.3001,9
70.4001,9
70.5001,9
70.6001,9
70.7001,9
70.8001,9
70.9001,9
71.0001,9
71.1001,9
71.2001,9
71.3001,9
71.4001,9
71.5001,9
71.6001,9
71.7001,9
71.8001,9
71.9001,9
72.0001,9
72.1001,9
72.2001,9
72.3001,9
72.4001,9
72.5001,9
72.6001,9
72.7001,9
72.8001,9
72.9001,9
73.0001,9
73.1001,9
73.2001,10
73.3001,10
73.4001,10
73.5001,10
73.6001,10
73.7001,10
73.8001,10
73.9001,10
74.0001,10
74.1001,10
74.2001,10
74.3001,10
74.4001,10
74.5001,10
74.6001,10
74.7001,10
74.8001,10
74.9001,10
75.0001,10
75.1001,10
75.2001,10
75.3001,10
75.4001,10
75.5001,10
75.6001,10
75.7001,10
75.8001,10
75.9001,10
76.0001,10
76.1001,10
76.2001,10
76.3001,10
76.4001,10
76.5001,10
76.6001,10
76.7001,10
76.8001,10
76.9001,10
77.0001,10
77.1001,10
77.2001,10
77.3001,10
77.4001,10
77.5001,10
77.6001,10
77.7001,10
77.8001,10
77.9001,10
78.0001,10
78.1001,10
78.2001,10
78.3001,10
78.4001,10
78.5001,10
78.6001,10
78.7001,10
78.8001,10
78.9001,10
79.0001,10
79.1001,10
79.2001,10
79.3001,10
79.4001,10
79.5001,10
79.6001,10
79.7001,10
79.8001,10
79.9001,10
80.0001,10
80.1001,10
80.2001,10
80.3001,10
80.4001,10
80.5001,10
80.6001,10
80.7001,10
80.8001,10
80.9001,10
81.0001,10
81.1001,10
81.2001,10
81.3001,10
81.4001,10
81.5001,10
81.6001,10
81.7001,10
81.8001,10
181.947,10
182.147,10
182.347,10
182.547,10
182.747,10
182.947,10
183.147,10
183.347,10
183.547,10
183.747,10
183.946,10
184.147,10
184.347,10
184.547,10
184.747,10
184.947,10
185.147,10
185.347,10
185.547,10
185.747,10
185.947,10
186.147,10
186.347,10
186.547,10
186.747,10
186.947,10
187.147,10
187.346,10
187.547,10
187.746,10
187.947,10
188.147,10
188.347,10
188.547,10
188.747,10
188.947,10
189.147,10
189.347,10
189.547,10
189.747,10
189.947,10
190.147,10
190.347,10
190.547,10
190.747,10
190.947,10
191.147,10
191.346,10
191.546,10
191.746,10
191.946,10
192.147,10
192.347,10
192.546,10
192.747,10
192.947,10
193.147,10
193.347,10
193.547,10
193.747,10
193.947,10
194.147,10
194.347,10
194.547,10
194.747,10
194.947,10
195.147,10
195.347,10
195.547,10
195.747,10
195.947,10
196.147,10
196.347,10
196.547,10
196.747,10
196.946,10
197.147,10
197.347,10
197.547,10
197.747,10
197.947,10
198.147,10
198.347,10
198.547,10
198.747,10
198.947,10
199.147,10
199.347,10
199.547,10
199.747,10
199.947,10
200.147,10
200.347,10
200.547,10
200.747,10
200.947,10
201.147,10
201.347,10
201.547,10
201.747,10
201.947,10
202.147,10
202.347,10
202.547,10
202.747,10
202.947,10
203.147,10
203.347,10
203.547,10
203.747,10
203.947,10
204.147,10
204.347,10
204.547,10
204.747,10
204.947,10
205.147,10
205.347,10
205.547,10
205.747,10
205.947,10
206.147,10
206.347,10
206.547,10
206.747,10
206.947,10
207.147,10
207.346,10
207.547,10
207.747,10
207.947,10
208.147,10
208.347,10
208.547,10
208.747,10
208.947,10
209.147,10
209.347,10
209.547,10
209.747,10
209.947,10
210.147,10
210.347,10
210.547,10
210.747,10
210.947,10
211.147,10
211.347,10
211.547,10
211.747,10
211.947,10
212.147,10
212.347,10
212.547,10
212.747,10
212.947,10
213.147,10
213.347,10
213.547,10
213.747,10
213.947,10
214.147,10
214.347,10
214.547,9
214.747,9
214.947,9
215.147,9
215.347,9
215.547,9
215.747,9
215.947,9
216.147,10
216.347,10
216.547,10
216.747,10
216.947,10
217.147,10
217.347,10
217.547,9
217.747,9
217.947,9
218.147,9
218.347,9
218.547,9
218.747,9
218.947,9
219.147,9
219.347,9
219.547,9
219.747,9
219.947,9
220.147,9
220.347,9
220.547,9
220.747,9
220.947,9
221.147,9
221.347,9
221.547,9
221.747,9
221.947,9
222.147,9
222.347,9
222.547,10
222.747,10
222.947,10
223.147,10
223.347,10
223.547,10
223.747,10
223.947,10
224.147,10
224.347,10
224.547,11
224.747,11
224.947,11
225.147,11
225.347,11
225.547,10
225.747,10
225.947,10
226.147,10
226.347,10
226.547,10
226.747,10
226.947,10
227.147,10
227.347,10
227.547,10
227.747,10
227.947,10
228.147,10
228.347,10
228.547,10
228.747,10
228.947,11
229.147,11
229.347,11
229.547,10
229.747,10
229.947,10
230.147,10
230.347,10
230.547,10
230.747,10
230.947,10
231.147,10
231.347,10
231.547,10
231.747,10
231.947,10
232.147,10
232.347,10
232.547,10
232.747,10
232.947,10
233.147,10
233.347,10
233.547,10
233.747,10
233.947,10
234.147,10
234.347,10
234.547,10
234.747,10
234.947,10
235.147,10
235.347,10
235.547,10
235.747,10
235.947,10
236.147,10
236.347,10
236.547,10
236.747,10
236.947,10
237.147,10
237.347,10
237.547,10
237.747,10
237.947,9
238.147,9
238.347,9
238.547,10
238.747,10
238.947,10
239.147,10
239.347,10
239.547,10
239.747,10
239.947,10
240.147,10
240.347,10
240.547,10
240.747,10
240.947,10
241.147,10
241.347,9
241.547,9
241.747,9
241.947,10
242.147,10
242.347,10
242.547,10
242.747,10
242.947,10
243.147,10
243.347,10
243.547,10
243.747,10
243.947,10
244.147,10
244.347,10
244.547,10
244.747,10
244.947,10
245.147,10
245.347,10
245.547,10
245.747,10
245.947,10
246.147,10
246.347,10
246.547,10
246.747,10
246.947,10
247.147,10
247.347,10
247.547,10
247.747,10
247.947,10
248.147,10
248.347,10
248.547,10
248.747,10
248.947,10
249.147,10
249.347,10
249.547,10
249.747,10
249.947,10
250.147,10
250.347,10
250.547,10
250.747,10
250.947,10
251.147,10
251.347,10
251.547,10
251.747,10
251.947,10
252.147,10
252.347,10
252.547,11
252.747,11
252.947,11
253.147,11
253.347,11
253.547,11
253.747,11
253.947,11
254.147,11
254.347,11
254.547,11
254.747,11
254.947,11
255.147,11
255.347,11
255.547,11
255.747,11
255.947,11
256.147,11
256.347,11
256.547,11
256.747,11
256.947,11
257.147,11
257.347,11
257.547,10
257.747,10
257.947,10
258.147,11
258.347,11
258.547,11
258.747,11
258.947,11
259.147,11
259.347,11
259.547,11
259.747,11
259.947,11
260.147,11
260.347,11
260.547,11
260.747,11
260.947,11
261.147,9
261.347,11
261.546,11
261.746,11
261.947,11
262.146,11
262.347,11
262.547,11
262.747,11
262.947,11
263.147,11
263.347,11
263.546,11
263.747,11
263.947,10
264.147,10
264.347,10
264.547,10
264.747,10
264.947,10
265.147,10
265.347,10
265.547,10
265.747,10
265.947,10
266.147,10
266.347,10
266.547,10
266.747,10
266.947,10
267.147,10
267.347,10
267.547,10
267.747,10
267.947,10
268.147,10
268.347,10
268.547,10
268.747,10
268.947,10
269.147,10
269.347,9
269.547,9
269.747,9
269.947,9
270.147,9
270.347,9
270.547,9
270.747,9
270.947,9
271.147,9
271.347,9
271.547,10
271.747,10
271.947,10
272.147,10
272.347,10
272.547,10
272.746,10
272.947,10
273.147,10
273.347,10
273.547,10
273.747,10
273.947,10
274.147,10
274.347,10
274.547,9
274.747,9
274.947,9
275.147,9
275.347,8
275.547,8
275.747,8
275.947,8
276.147,9
276.347,9
276.547,8
276.747,7
276.947,8
277.147,8
277.347,8
277.547,8
277.747,8
277.947,8
278.167,8
278.367,9
278.567,9
278.767,9
278.947,9
279.167,9
279.347,9
279.547,9
279.747,9
279.947,8
280.147,8
280.347,8
280.547,9
280.747,9
280.947,8
281.147,8
281.367,8
281.547,8
281.747,8
281.947,8
282.147,8
282.347,8
282.547,8
282.747,8
282.947,9
283.147,9
283.347,9
283.547,9
283.767,9
283.947,9
284.167,9
284.347,9
284.567,9
284.747,9
284.967,10
285.167,10
285.367,11
285.567,11
285.747,11
285.967,11
286.167,11
286.367,11
286.567,11
286.767,11
286.967,11
287.147,11
287.367,11
287.567,11
287.766,11
287.967,11
288.167,11
288.367,11
288.547,11
288.767,11
288.967,11
289.167,11
289.367,11
289.567,11
289.767,11
289.947,10
290.167,10
290.367,10
290.567,10
290.767,9
290.947,9
291.167,10
291.347,10
291.567,11
291.767,11
291.967,11
292.167,11
292.367,11
292.567,11
292.767,11
292.967,11
293.167,11
293.367,11
293.567,11
293.767,11
293.947,11
294.167,11
294.367,11
294.567,11
294.767,11
294.967,11
295.167,11
295.347,11
295.567,11
295.767,11
295.967,11
296.167,11
296.367,10
296.567,11
296.747,11
296.967,11
297.167,11
297.367,11
297.567,11
297.767,11
297.967,11
298.147,11
298.367,11
298.567,11
298.767,11
298.967,11
299.167,11
299.367,11
299.547,11
299.767,11
299.967,11
300.167,11
300.367,11
300.567,11
300.767,11
300.947,11
301.167,11
301.367,11
301.567,11
301.767,11
301.967,11
302.167,11
302.347,11
302.567,11
302.767,11
302.967,11
303.167,11
303.367,11
303.567,11
303.767,11
303.967,11
304.167,12
304.367,12
304.567,12
304.767,12
304.967,12
305.167,12
305.367,12
305.567,12
305.767,12
305.967,12
306.167,12
306.367,12
306.567,12
306.767,12
306.967,12
307.167,12
307.367,12
307.567,12
307.767,12
307.967,12
308.167,12
308.367,12
308.567,12
308.767,12
308.967,12
309.167,12
309.367,12
309.567,12
309.767,12
309.967,12
310.167,12
310.367,12
310.567,12
310.767,12
310.967,12
311.167,12
311.367,12
311.567,12
311.767,12
311.967,12
312.167,12
312.367,12
312.567,12
312.767,12
312.967,12
313.167,12
313.367,12
313.567,12
313.767,12
313.967,12
314.167,12
314.367,12
314.567,13
314.767,13
314.967,13
315.167,13
315.367,13
315.567,13
315.767,13
315.967,13
316.167,13
316.367,13
316.567,13
316.767,13
316.967,13
317.167,13
317.367,13
317.567,13
317.767,13
317.967,13
318.167,13
318.367,13
318.567,13
318.767,13
318.967,13
319.167,13
319.367,13
319.567,13
319.767,13
319.967,13
320.167,13
320.367,13
320.567,13
320.767,13
320.967,13
321.167,13
321.367,13
321.567,13
321.767,13
321.967,13
322.167,13
322.367,13
322.567,13
322.767,13
322.967,13
323.167,13
323.367,13
323.567,13
323.767,13
323.967,13
324.167,13
324.367,13
324.567,13
324.767,13
324.967,13
325.167,13
325.367,13
325.567,13
325.767,13
325.967,13
326.167,13
326.367,13
326.567,13
326.767,13
326.967,13
327.167,13
327.367,13
327.567,13
327.767,13
327.967,13
328.167,13
328.367,13
328.567,13
328.767,13
328.967,13
329.167,13
329.367,13
329.567,13
329.767,13
329.967,13
330.167,13
330.367,13
330.567,13
330.767,13
330.967,13
331.167,13
331.367,13
331.567,12
331.767,12
331.967,12
332.167,12
332.367,12
332.567,12
332.767,12
332.967,12
333.167,12
333.367,12
333.567,12
333.767,12
333.967,12
334.167,12
334.367,13
334.567,13
334.767,13
334.967,13
335.167,13
335.367,13
335.567,13
335.767,13
335.967,13
336.167,13
336.367,13
336.567,13
336.767,13
336.967,13
337.167,13
337.367,13
337.567,13
337.767,13
337.967,13
338.167,13
338.367,13
338.567,13
338.767,13
338.967,13
339.167,13
339.367,13
339.567,13
339.767,13
339.967,13
340.167,13
340.367,13
340.567,13
340.767,13
340.967,13
341.167,13
341.367,13
341.567,13
341.767,13
341.967,13
342.167,13
342.367,13
342.567,13
342.767,13
342.967,13
343.167,13
343.367,13
343.567,13
343.767,13
343.967,13
344.167,13
344.367,13
344.567,13
344.767,13
344.967,13
345.167,13
345.367,13
345.567,13
345.767,13
345.967,13
346.167,13
346.367,13
346.567,13
346.767,13
346.967,13
347.167,13
347.367,13
347.567,13
347.767,13
347.967,13
348.167,13
348.367,13
348.567,13
348.767,13
348.967,13
349.167,13
349.367,13
349.567,13
349.767,13
349.967,13
350.167,13
350.367,13
350.567,13
350.767,13
350.967,13
351.167,13
351.367,13
351.586,13
351.767,13
351.967,13
352.167,13
352.367,13
352.567,13
352.767,13
352.967,13
353.167,13
353.367,13
353.567,13
353.767,13
353.967,13
354.167,13
354.367,13
354.567,13
354.767,13
354.967,13
355.167,13
355.367,13
355.567,13
355.767,13
355.967,13
356.167,13
356.367,13
356.567,13
356.767,13
356.967,13
357.167,13
357.367,13
357.567,13
357.767,13
357.967,13
358.167,13
358.367,13
358.567,13
358.767,13
358.967,13
359.167,13
359.367,13
359.567,13
359.767,13
359.967,13
360.167,13
360.367,13
360.567,13
360.767,13
360.967,13
361.167,13
361.367,13
361.567,13
361.767,13
361.967,13
362.167,13
362.367,13
362.567,13
362.767,13
362.967,13
363.167,13
363.367,13
363.567,13
363.767,13
363.967,13
364.167,13
364.367,13
364.567,13
364.767,13
364.967,13
365.167,13
365.367,13
365.567,13
365.767,13
365.967,13
366.167,13
366.367,13
366.587,13
366.767,13
366.967,13
367.167,13
367.367,13
367.587,13
367.767,13
367.967,13
368.167,13
368.367,13
368.586,13
368.787,13
368.967,13
369.167,13
369.367,13
369.587,13
369.767,13
369.967,13
370.167,13
370.367,13
370.567,13
370.767,13
370.967,13
371.167,13
371.367,13
371.567,13
371.767,13
371.967,13
372.167,13
372.367,13
372.567,13
372.767,13
372.967,13
373.167,13
373.367,13
373.567,13
373.767,13
373.967,13
374.167,13
374.367,13
374.586,13
374.767,13
374.967,13
375.167,13
375.367,13
375.567,13
375.786,13
375.967,13
376.167,13
376.367,13
376.567,13
376.767,13
376.967,13
377.167,13
377.387,13
377.567,13
377.767,13
377.987,13
378.167,13
378.367,13
378.587,13
378.767,13
378.967,13
379.167,13
379.367,13
379.567,13
379.767,13
379.967,13
380.167,13
380.367,13
380.587,13
380.767,13
380.967,13
381.186,13
381.367,13
381.587,13
381.787,13
381.987,13
382.167,13
382.367,13
382.587,13
382.787,13
382.987,13
383.187,13
383.387,13
383.587,13
383.767,13
383.986,13
384.186,13
384.387,13
384.587,13
384.787,13
384.987,13
385.167,13
385.387,13
385.586,13
385.786,13
385.987,13
386.187,13
386.367,13
386.567,13
386.787,13
386.987,13
387.187,13
387.387,13
387.587,13
387.787,13
387.967,13
388.187,13
388.387,13
388.587,13
388.787,13
388.986,13
389.167,13
389.387,13
389.567,13
389.787,13
389.967,13
390.167,13
390.387,13
390.567,13
390.787,13
390.967,13
391.187,13
391.387,13
391.587,13
391.767,13
391.967,13
392.187,13
392.387,13
392.587,13
392.767,13
392.967,13
393.167,13
393.367,13
393.567,13
393.767,13
393.967,13
394.167,13
394.387,13
394.567,13
394.767,13
394.987,13
395.167,13
395.387,13
395.587,13
395.787,13
395.987,13
396.167,13
396.387,13
396.567,13
396.767,13
396.967,13
397.187,13
397.387,13
397.567,13
397.787,13
397.987,13
398.167,13
398.387,13
398.587,13
398.787,13
398.967,13
399.167,13
399.367,13
399.567,13
399.767,13
399.967,13
400.167,13
400.367,13
400.567,13
400.767,13
400.967,13
401.167,13
401.367,13
401.567,13
401.767,13
401.967,13
402.167,13
402.367,13
402.567,13
402.767,13
402.967,13
403.167,13
403.367,13
403.567,13
403.767,12
403.967,12
404.167,12
404.367,13
404.587,13
404.767,13
404.967,12
405.167,12
405.387,13
405.567,12
405.767,12
405.967,12
406.167,12
406.367,13
406.567,13
406.767,13
406.967,12
407.167,12
407.367,12
407.567,12
407.767,12
407.967,12
408.167,12
408.367,12
408.567,12
408.767,12
408.967,12
409.167,12
409.367,12
409.567,12
409.767,12
409.967,12
410.167,12
410.367,12
410.587,11
410.767,11
410.987,12
411.167,11
411.367,11
411.567,11
411.767,10
411.967,12
412.167,11
412.367,11
412.567,12
412.767,12
412.967,11
413.167,11
413.367,10
413.567,11
413.767,12
413.967,11
414.167,11
414.367,11
414.567,12
414.767,11
414.967,11
415.167,12
415.367,12
415.567,12
415.767,12
415.967,12
416.167,12
416.367,12
416.567,12
416.767,12
416.967,12
417.167,12
417.367,12
417.567,12
417.767,12
417.967,12
418.167,12
418.387,13
418.567,13
418.767,13
418.967,12
419.167,12
419.367,12
419.567,13
419.767,13
419.967,13
420.187,13
420.387,13
420.567,12
420.787,12
420.967,12
421.167,12
421.386,13
421.587,12
421.767,12
421.967,13
422.167,13
422.367,13
422.567,13
422.767,13
422.987,13
423.167,13
423.367,12
423.587,13
423.767,13
423.967,13
424.186,13
424.367,12
424.567,11
424.767,12
424.967,12
425.167,12
425.386,13
425.567,11
425.787,12
425.987,13
426.186,13
426.386,13
426.568,13
426.767,13
426.967,12
427.167,13
427.367,13
427.587,13
427.767,12
427.967,12
428.167,13
428.387,13
428.567,13
428.787,13
428.987,13
429.187,13
429.387,13
429.586,13
429.787,13
429.987,13
430.186,13
430.387,13
430.587,13
430.787,13
430.987,13
431.187,13
431.387,13
431.587,13
431.787,13
431.987,13
432.186,13
432.387,13
432.587,13
432.787,13
432.987,13
433.187,13
433.387,13
433.587,13
433.787,13
433.986,13
434.186,13
434.387,13
434.587,13
434.767,13
434.987,13
435.187,13
435.387,13
435.586,13
435.786,13
435.987,13
436.167,13
436.387,13
436.587,13
436.787,13
436.987,13
437.186,13
437.387,13
437.567,13
437.787,13
437.987,13
438.187,13
438.387,13
438.586,13
438.787,13
438.986,13
439.187,13
439.386,13
439.587,13
439.787,13
439.987,13
440.187,13
440.386,13
440.587,13
440.787,13
440.986,13
441.187,13
441.387,13
441.587,13
441.787,13
441.986,13
442.186,13
442.387,13
442.587,13
442.787,13
442.987,13
443.187,13
443.387,13
443.587,13
443.787,13
443.987,13
444.187,13
444.386,13
444.587,13
444.787,13
444.987,13
445.187,13
445.387,13
445.587,13
445.786,13
445.987,13
446.186,12
446.387,13
446.587,13
446.787,13
446.987,13
447.187,13
447.387,13
447.587,13
447.787,13
447.987,13
448.187,13
448.387,13
448.587,13
448.787,13
448.987,13
449.187,13
449.386,13
449.587,13
449.786,13
449.987,13
450.187,13
450.387,13
450.587,13
450.787,13
450.987,13
451.186,13
451.386,13
451.587,13
451.787,13
451.987,13
452.187,13
452.387,13
452.587,13
452.787,12
452.987,12
453.187,12
453.387,13
453.587,13
453.787,13
453.987,13
454.187,13
454.387,12
454.587,13
454.787,13
454.987,13
455.187,13
455.387,12
455.587,13
455.787,13
455.987,12
456.187,13
456.387,13
456.587,13
456.787,13
456.987,13
