#time, Spd[]
16.4001,0
16.5001,0
16.6001,0
16.7001,0
16.8001,0
16.9001,0
17.0001,0
17.1001,0
17.2001,0
17.3001,0
17.4001,0
17.5001,0
17.6001,0
17.7001,0
17.8001,0
17.9001,0
18.0001,0
18.1001,0
18.2001,0
18.3001,0
18.4001,0
18.5001,0
18.6001,0
18.7001,0
18.8001,0
18.9001,0
19.0001,0
19.1001,0
19.2001,0
19.3001,0
19.4001,0
19.5001,0
19.6001,0
19.7001,0
19.8001,0
19.9001,0
20.0001,0
20.1001,0
20.2001,0
20.3001,0
20.4001,0
20.5001,0
20.6001,0
20.7001,0
20.8001,0
20.9001,0
21.0001,0
21.1001,0
21.2001,0
21.3001,0
21.4001,0
21.5001,0
21.6001,0
21.7001,0
21.8001,0
21.9001,0
22.0001,0
22.1001,0
22.2001,0
22.3001,0
22.4001,0
22.5001,0
22.6001,0
22.7001,0
22.8001,0
22.9001,0
23.0001,0
23.1001,0
23.2001,0
23.3001,0
23.4001,0
23.5001,0
23.6001,0
23.7001,0
23.8001,0
23.9001,0
24.0001,0
24.1001,0
24.2001,0
24.3001,0
24.4001,0
24.5001,0
24.6001,0
24.7001,0
24.8001,0
24.9001,0
25.0001,0
25.1001,0
25.2001,0
25.3001,0
25.4001,0
25.5001,0
25.6001,0
25.7001,0
25.8001,0
25.9001,0
26.0001,0
26.1001,0
26.2001,0
26.3001,0
26.4001,0
26.5001,0
26.6001,0
26.7001,0
26.8001,0
26.9001,0
27.0001,0
27.1001,0
27.2001,0
27.3001,0
27.4001,0
27.5001,0
27.6001,0
27.7001,0
27.8001,0
27.9001,0
28.0001,0
28.1001,0
28.2001,0
28.3001,0
28.4001,0
28.5001,0
28.6001,0
28.7001,0
28.8001,0
28.9001,0
29.0001,0
29.1001,0
29.2001,0
29.3001,0
29.4001,0
29.5001,0
29.6001,0
29.7001,0
29.8001,0
29.9001,0
30.0001,0
30.1001,0
30.2001,0
30.3001,0
30.4001,0
30.5001,0
30.6001,0
30.7001,0
30.8001,0
30.9001,0
31.0001,0
31.1001,0
31.2001,0
31.3001,0
31.4001,0
31.5001,0
31.6001,0
31.7001,0
31.8001,0
31.9001,0
32.0001,0
32.1001,0
32.2001,0
32.3001,0
32.4001,0
32.5001,0
32.6001,0
32.7001,0
32.8001,0
32.9001,0
33.0001,0
33.1001,0
33.2001,0
33.3001,0
33.4001,0
33.5001,0
33.6001,0
33.7001,0
33.8001,0
33.9001,0
34.0001,0
34.1001,0
34.2001,0
34.3001,0
34.4001,0
34.5001,0
34.6001,0
34.7001,0
34.8001,0
34.9001,0
35.0001,0
35.1001,0
35.2001,0
35.3001,0
35.4001,0
35.5001,0
35.6001,0
35.7001,0
35.8001,0
35.9001,0
36.0001,0
36.1001,0
36.2001,0
36.3001,0
36.4001,0
36.5001,0
36.6001,0
36.7001,0
36.8001,0
36.9001,0
37.0001,0
37.1001,0
37.2001,0
37.3001,0
37.4001,0
37.5001,0
37.6001,0
37.7001,0
37.8001,0
37.9001,0
38.0001,0
38.1001,0
38.2001,0
38.3001,0
38.4001,0
38.5001,0
38.6001,0
38.7001,0
38.8001,0
38.9001,0
39.0001,0
39.1001,0
39.2001,0
39.3001,0
39.4001,0
39.5001,0
39.6001,0
39.7001,0
39.8001,0
39.9001,0
40.0001,0
40.1001,0
40.2001,0
40.3001,0
40.4001,0
40.5001,0
40.6001,0
40.7001,0
40.8001,0
40.9001,0
41.0001,0
41.1001,0
41.2001,0
41.3001,0
41.4001,0
41.5001,0
41.6001,0
41.7001,0
41.8001,0
41.9001,0
42.0001,0
42.1001,0
42.2001,0
42.3001,0
42.4001,0
42.5001,0
42.6001,0
42.7001,0
42.8001,0
42.9001,0
43.0001,0
43.1001,0
43.2001,0
43.3001,0
43.4001,0
43.5001,0
43.6001,0
43.7001,0.133417
43.8001,0.196977
43.9001,0.12083
44.0001,0.199249
44.1001,0.172046
44.2001,0.114018
44.3001,0.142127
44.4001,0.0640312
44.5001,0.0509902
44.6001,0.181108
44.7001,0.0360555
44.8001,0.0806226
44.9001,0.114018
45.0001,0.364005
45.1001,0.218403
45.2001,0.0360555
45.3001,0.164924
45.4001,0.155242
45.5001,0.266833
45.6001,0.226716
45.7001,0.170294
45.8001,0.0921954
45.9001,0.05
46.0001,0.10198
46.1001,0.19799
46.2001,0.19105
46.3001,0.0538516
46.4001,0.0984886
46.5001,0.148661
46.6001,0.03
46.7001,0.0509902
46.8001,0.17088
46.9001,0.17
47.0001,0.110454
47.1001,0.17088
47.2001,0.162788
47.3001,0.0141421
47.4001,0.150333
47.5001,0.240208
47.6001,0.134536
47.7001,0.21
47.8001,0.171172
47.9001,0.0360555
48.0001,0.0412311
48.1001,0.306757
48.2001,0.220227
48.3001,0.3228
48.4001,0.0860232
48.5001,0.150333
48.6001,0.0608276
48.7001,0.165529
48.8001,0.0538516
48.9001,0.275862
49.0001,0.09
49.1001,0.0538516
49.2001,0.0943398
49.3001,0.2
49.4001,0.388973
49.5001,0.180278
49.6001,0.269258
49.7001,0.133417
49.8001,0.0447214
49.9001,0.143178
50.0001,0.211896
50.1001,0.328938
50.2001,0.238537
50.3001,1.39918
50.4001,0.46
50.5001,0.131529
50.6001,0.24
50.7001,0.311448
50.8001,0.18868
50.9001,0.24331
51.0001,0.072111
51.1001,0.304631
51.2001,0.0806226
51.3001,0.128062
51.4001,0.21587
51.5001,0.250599
51.6001,0.158114
51.7001,0.02
51.8001,0.15
51.9001,0.156525
52.0001,0.42107
52.1001,0.242074
52.2001,0.0948683
52.3001,0.0989949
52.4001,0.21587
52.5001,0.367151
52.6001,0.261725
52.7001,0.130384
52.8001,0.0316228
52.9001,0.171172
53.0001,0.338378
53.1001,0.172046
53.2001,0.250799
53.3001,0.250799
53.4001,0.123693
53.5001,0.114018
53.6001,0.158114
53.7001,0.143178
53.8001,0.110454
53.9001,0.275862
54.0001,0.442719
54.1001,0.222036
54.2001,0.108167
54.3001,0.284605
54.4001,0.226274
54.5001,0.120416
54.6001,0.1772
54.7001,0.230868
54.8001,0.302655
54.9001,0.180278
55.0001,0.164012
55.1001,0.176918
55.2001,0.140357
55.3001,0.0447214
55.4001,0.184391
55.5001,0.156525
55.6001,0.122066
55.7001,0.28178
55.8001,0.205913
55.9001,0.220227
56.0001,0.233452
56.1001,0.346554
56.2001,0.254558
56.3001,0.221359
56.4001,0.21587
56.5001,0.301496
56.6001,0.200998
56.7001,0.148661
56.8001,0.111803
56.9001,0.0984886
57.0001,0.212603
57.1001,0.140357
57.2001,0.25
57.3001,0.145602
57.4001,0.134164
57.5001,0.0632455
57.6001,0.183848
57.7001,0.148661
57.8001,0.151327
57.9001,0.25318
58.0001,0.141421
58.1001,0.0707107
58.2001,0.141421
58.3001,0.193132
58.4001,0.116619
58.5001,0.162788
58.6001,0.0728011
58.7001,0.104403
58.8001,0.218403
58.9001,0.0984886
59.0001,0.37
59.1001,0.158114
59.2001,0.138924
59.3001,0.373631
59.4001,0.0509902
59.5001,0.165529
59.6001,0.114018
59.7001,0.121655
59.8001,0.220227
59.9001,0.134164
60.0001,0.141421
60.1001,0.206155
60.2001,0.0223607
60.3001,0.0707107
60.4001,0.107703
60.5001,0.136015
60.6001,0.158114
60.7001,0.230868
60.8001,0.241868
60.9001,0.1
61.0001,0.1
61.1001,0.176918
61.2001,0.0583095
61.3001,0.305287
61.4001,0.224722
61.5001,0.0282843
61.6001,0.108167
61.7001,0.0707107
61.8001,0.0412311
61.9001,0.0860232
62.0001,0.104403
62.1001,0.111803
62.2001,0.067082
62.3001,0.17
62.4001,0.10198
62.5001,0.0984886
62.6001,0.0707107
62.7001,0.160312
62.8001,0.158114
62.9001,0.0921954
63.0001,0.180278
63.1001,0.164012
63.2001,0.0948683
63.3001,0.0360555
63.4001,0.0894427
63.5001,0.0360555
63.6001,0.0538516
63.7001,0.0707107
63.8001,0.143178
63.9001,0.128062
64.0001,0.110454
64.1001,0.0824621
64.2001,0.114018
64.3001,0.0447214
64.4001,0.0538516
64.5001,0.0412311
64.6001,0.0412311
64.7001,0.0141421
64.8001,0.0806226
64.9001,0.0412311
65.0001,0.0447214
65.1001,0.237697
65.2001,0.0360555
65.3001,0.05
65.4001,0.0447214
65.5001,0.0360555
65.6001,0.1
65.7001,0.0905538
65.8001,0.08544
65.9001,0.0860232
66.0001,0.0316228
66.1001,0.0984886
66.2001,0.0141421
66.3001,0
66.4001,0.0316228
66.5001,0.15
66.6001,0.134536
66.7001,0.072111
66.8001,0.172627
66.9001,0.0894427
67.0001,0.0948683
67.1001,0.0223607
67.2001,0.05
67.3001,0.0583095
67.4001,0.10198
67.5001,0.0921954
67.6001,0.05
67.7001,0.122066
67.8001,0.0583095
67.9001,0.190263
68.0001,0.0728011
68.1001,0.202485
68.2001,0.0948683
68.3001,0.0707107
68.4001,0.156525
68.5001,0.0781025
68.6001,0.0943398
68.7001,0.0424264
68.8001,0.111803
68.9001,0.0360555
69.0001,0.02
69.1001,0.072111
69.2001,0.1253
69.3001,0.17088
69.4001,0.143178
69.5001,0.1
69.6001,0.1772
69.7001,0.148661
69.8001,0.111803
69.9001,0.0894427
70.0001,0.0538516
70.1001,0.0894427
70.2001,0.067082
70.3001,0.0583095
70.4001,0.05
70.5001,0.104403
70.6001,0.0921954
70.7001,0.0943398
70.8001,0.150333
70.9001,0.104403
71.0001,0.183848
71.1001,0.130384
71.2001,0.0848528
71.3001,0.0921954
71.4001,0.128062
71.5001,0.06
71.6001,0.05
71.7001,0.126491
71.8001,0.0781025
71.9001,0.0538516
72.0001,0.0565685
72.1001,0.0223607
72.2001,0.0316228
72.3001,0.0806226
72.4001,0.0806226
72.5001,0.0360555
72.6001,0.0223607
72.7001,0.067082
72.8001,0.072111
72.9001,0.180278
73.0001,0.19105
73.1001,0.0360555
73.2001,0.0447214
73.3001,0.0728011
73.4001,0.117047
73.5001,0.1
73.6001,0.0848528
73.7001,0.143178
73.8001,0.240208
73.9001,0.0223607
74.0001,0.0761577
74.1001,0.0412311
74.2001,0.130384
74.3001,0.0943398
74.4001,0.117047
74.5001,0.0360555
74.6001,0.130384
74.7001,0.09
74.8001,0.259422
74.9001,0.01
75.0001,0.0223607
75.1001,0.0707107
75.2001,0.117047
75.3001,0.139284
75.4001,0.139284
75.5001,0.0707107
75.6001,0.08544
75.7001,0.117047
75.8001,0.14
75.9001,0.107703
76.0001,0.0948683
76.1001,0.0509902
76.2001,0.145602
76.3001,0.0316228
76.4001,0.219317
76.5001,0.100499
76.6001,0.0728011
76.7001,0.0538516
76.8001,0.0424264
76.9001,0.0707107
77.0001,0.152315
77.1001,0.219545
77.2001,0.113137
77.3001,0.0360555
77.4001,0.0282843
77.5001,0.0424264
77.6001,0.0223607
77.7001,0.0360555
77.8001,0.0781025
77.9001,0.108167
78.0001,0.14
78.1001,0.0905538
78.2001,0.0141421
78.3001,0.0583095
78.4001,0.1
78.5001,0.0509902
78.6001,0.0707107
78.7001,0.0943398
78.8001,0.0640312
78.9001,0.116619
79.0001,0.0632455
79.1001,0.067082
79.2001,0.03
79.3001,0.161245
79.4001,0.0806226
79.5001,0.0848528
79.6001,0.100499
79.7001,0.05
79.8001,0.152315
79.9001,0.0761577
80.0001,0.08544
80.1001,0.0707107
80.2001,0.0640312
80.3001,0.067082
80.4001,0.07
80.5001,0.0860232
80.6001,0.166433
80.7001,0.0728011
80.8001,0.0538516
80.9001,0.07
81.0001,0.067082
81.1001,0.234094
81.2001,0.0538516
81.3001,0.0632455
81.4001,0.170294
81.5001,0.106301
81.6001,0.100499
81.7001,0.116619
81.8001,0.0948683
181.947,0.113137
182.147,0.0223607
182.347,0.0632455
182.547,0.0538516
182.747,0.0316228
182.947,0.0316228
183.147,0.0538516
183.347,0.05
183.547,0.0781025
183.747,0.0989949
183.946,0.04
184.147,0.0824621
184.347,0.150333
184.547,0.0360555
184.747,0.106301
184.947,0.161245
185.147,0.0282843
185.347,0.0921954
185.547,0.072111
185.747,0.0707107
185.947,0.072111
186.147,0.02
186.347,0.0632455
186.547,0.0608276
186.747,0.0141421
186.947,0.0608276
187.147,0.17
187.346,0.0905538
187.547,0.161245
187.746,0.108167
187.947,0.05
188.147,0.0848528
188.347,0.156205
188.547,0.0583095
188.747,0.0806226
188.947,0.0632455
189.147,0.0223607
189.347,0.0141421
189.547,0.11
189.747,0.05
189.947,0.108167
190.147,0.0905538
190.347,0.04
190.547,0.0848528
190.747,0.0860232
190.947,0.286356
191.147,0.0424264
191.346,0.0948683
191.546,0.13
191.746,0.05
191.946,0.11
192.147,0.0921954
192.347,0.1772
192.546,0.1253
192.747,0.0608276
192.947,0.0412311
193.147,0.06
193.347,0.152643
193.547,0.0761577
193.747,0.0806226
193.947,0.172046
194.147,0.0282843
194.347,0.0728011
194.547,0.0360555
194.747,0.05
194.947,0.0538516
195.147,0.0632455
195.347,0.0948683
195.547,0.111803
195.747,0.0894427
195.947,0.1
196.147,0.0707107
196.347,0.186815
196.547,0.144222
196.747,0.08544
196.946,0.04
197.147,0.102956
197.347,0.12
197.547,0.187883
197.747,0.072111
197.947,0.180278
198.147,0.161555
198.347,0.0905538
198.547,0.0806226
198.747,0.0761577
198.947,0.224722
199.147,0.0316228
199.347,0.164924
199.547,0.072111
199.747,0.222036
199.947,0.474236
200.147,0.515461
200.347,0.291548
200.547,0.13
200.747,0.108167
200.947,0.0824621
201.147,0.0728011
201.347,0.0424264
201.547,0.139284
201.747,0.134164
201.947,0.08
202.147,0.11
202.347,0.0707107
202.547,0.127279
202.747,0.0984886
202.947,0.0223607
203.147,0.114018
203.347,0.152315
203.547,0.0707107
203.747,0.111803
203.947,0.107703
204.147,0.0412311
204.347,0.0707107
204.547,0.0806226
204.747,0.17088
204.947,0.138924
205.147,0.08544
205.347,0.05
205.547,0.0761577
205.747,0.0632455
205.947,0.05
206.147,0.183576
206.347,0.0728011
206.547,0.0707107
206.747,0.194165
206.947,0.0806226
207.147,0.08
207.346,0.0948683
207.547,0.133417
207.747,0.187883
207.947,0.134164
208.147,0.03
208.347,0.0761577
208.547,0.0509902
208.747,0.102956
208.947,0.172627
209.147,0.0360555
209.347,0.0761577
209.547,0.0141421
209.747,0.0223607
209.947,0.189737
210.147,0.156525
210.347,0.117047
210.547,0.134164
210.747,0.0223607
210.947,0.202237
211.147,0.186011
211.347,0.234307
211.547,0.0282843
211.747,0.0806226
211.947,0.0447214
212.147,0.0989949
212.347,0.160312
212.547,0.102956
212.747,0.0565685
212.947,0.162788
213.147,0.120416
213.347,0.0447214
213.547,0.117047
213.747,0.0824621
213.947,0.0538516
214.147,0.136015
214.347,0.240208
214.547,0.0806226
214.747,0.0894427
214.947,0.128062
215.147,0.06
215.347,0.25318
215.547,0.0806226
215.747,0.434166
215.947,0.430116
216.147,0.481041
216.347,0.152643
216.547,0.364005
216.747,0.202485
216.947,0.455412
217.147,0.134164
217.347,0.25807
217.547,0.186011
217.747,0.400125
217.947,0.0608276
218.147,0.167631
218.347,0.262488
218.547,0.07
218.747,0.42
218.947,0.260768
219.147,0.120416
219.347,0.174642
219.547,0.198494
219.747,0.114018
219.947,0.107703
220.147,0.266833
220.347,0.0707107
220.547,0.0984886
220.747,0.150333
220.947,0.184391
221.147,0.368782
221.347,0.32311
221.547,0.490408
221.747,0.252982
221.947,0.502892
222.147,0.356931
222.347,0.314006
222.547,0.518652
222.747,0.339706
222.947,0.205913
223.147,0.0447214
223.347,0.0223607
223.547,0.254951
223.747,0.170294
223.947,0.186815
224.147,0.283196
224.347,0.111803
224.547,0.223607
224.747,0.386005
224.947,0.269258
225.147,0.275862
225.347,0.210238
225.547,0.162788
225.747,0.133417
225.947,0.152971
226.147,0.0894427
226.347,0.295296
226.547,0.366742
226.747,0.136015
226.947,0.31305
227.147,0.218403
227.347,0.151327
227.547,0.170294
227.747,0.214009
227.947,0.230217
228.147,0.68884
228.347,0.939628
228.547,0.822253
228.747,0.604649
228.947,0.205183
229.147,0.0538516
229.347,0.290689
229.547,0.332866
229.747,0.0583095
229.947,0.171172
230.147,0.31
230.347,0.297321
230.547,0.160312
230.747,0.243516
230.947,0.200998
231.147,0.0424264
231.347,0.156525
231.547,0.100499
231.747,0.06
231.947,0.110454
232.147,0.0781025
232.347,0.113137
232.547,0.134164
232.747,0.0943398
232.947,0.19105
233.147,0.0761577
233.347,0.09
233.547,0.180278
233.747,0.178885
233.947,0.241868
234.147,0.18
234.347,0.21
234.547,0.0509902
234.747,0.0984886
234.947,0.202237
235.147,0.232594
235.347,0.600167
235.547,0.65146
235.747,0.871436
235.947,0.182483
236.147,0.183576
236.347,0.174929
236.547,0.392938
236.747,0.291204
236.947,0.247386
237.147,0.0984886
237.347,0.0583095
237.547,0.0860232
237.747,0.22561
237.947,0.19799
238.147,0.210238
238.347,0.134536
238.547,0.210238
238.747,0.300832
238.947,0.230217
239.147,0.450111
239.347,0.610737
239.547,0.57
239.747,0.47676
239.947,0.122066
240.147,0.422966
240.347,0.228473
240.547,0.480521
240.747,0.749533
240.947,0.559017
241.147,0.560357
241.347,0.386394
241.547,0.6
241.747,0.451774
241.947,0.383275
242.147,0.04
242.347,0.0860232
242.547,0.117047
242.747,0.192354
242.947,0.0608276
243.147,0.145602
243.347,0.3228
243.547,0.562228
243.747,0.622013
243.947,0.427551
244.147,0.0943398
244.347,0.0632455
244.547,0.590762
244.747,0.428019
244.947,0.672681
245.147,0.406079
245.347,0.114018
245.547,0.241868
245.747,0.226716
245.947,0.15
246.147,0.367967
246.347,0.640312
246.547,0.396989
246.747,0.715122
246.947,1.04202
247.147,0.559464
247.347,0.72111
247.547,0.13
247.747,0.675352
247.947,0.0223607
248.147,0.621289
248.347,0.184391
248.547,0.832346
248.747,0.398246
248.947,0.374433
249.147,0.716101
249.347,0.266271
249.547,0.876584
249.747,0.976934
249.947,0.515461
250.147,0.128062
250.347,0.3245
250.547,0.304795
250.747,0.162788
250.947,0.867698
251.147,0.317805
251.347,0.0860232
251.547,0.504876
251.747,0.353553
251.947,0.484149
252.147,0.438292
252.347,0.212132
252.547,0.436807
252.747,0.563205
252.947,0.686222
253.147,1.21491
253.347,0.988989
253.547,1.23037
253.747,1.47597
253.947,1.2184
254.147,0.89
254.347,0.61
254.547,0.550818
254.747,0.393573
254.947,0.52469
255.147,0.438292
255.347,0.0921954
255.547,0.246982
255.747,0.272029
255.947,0.400125
256.147,0.555428
256.347,0.23
256.547,0.64405
256.747,0.276586
256.947,0.417612
257.147,0.62
257.347,1.17154
257.547,0.782943
257.747,0.9
257.947,0.485077
258.147,0.404475
258.347,0.121655
258.547,0.403113
258.747,0.773692
258.947,1.24595
259.147,2.15928
259.347,2.9052
259.547,2.4973
259.747,2.50252
259.947,2.89969
260.147,3.66565
260.347,3.77362
260.547,4.35707
260.747,4.19228
260.947,4.59619
261.147,8.24662
261.347,3.67724
261.546,1.86936
261.746,1.57407
261.947,2.03887
262.146,1.79075
262.347,1.86424
262.547,2.05351
262.747,1.9425
262.947,1.52329
263.147,1.74201
263.347,1.70417
263.546,1.25447
263.747,3.49704
263.947,4.908
264.147,4.16659
264.347,3.13313
264.547,3.2681
264.747,3.20465
264.947,2.97437
265.147,2.97946
265.347,2.64887
265.547,2.68153
265.747,2.10466
265.947,1.98116
266.147,1.95167
266.347,2.13467
266.547,1.40246
266.747,1.38033
266.947,1.06066
267.147,1.46014
267.347,1.24615
267.547,1.01242
267.747,0.915478
267.947,0.996895
268.147,0.921141
268.347,1.0678
268.547,1.04139
268.747,1.264
268.947,1.52611
269.147,1.37768
269.347,1.00802
269.547,0.300832
269.747,0.353553
269.947,0.533104
270.147,2.83805
270.347,2.47655
270.547,2.3132
270.747,1.95747
270.947,1.04077
271.147,1.26657
271.347,1.72192
271.547,1.24487
271.747,1.0633
271.947,1.14791
272.147,1.54738
272.347,1.51212
272.547,1.34837
272.746,1.95023
272.947,2.11981
273.147,1.11615
273.347,1.65421
273.547,1.16379
273.747,1.11973
273.947,1.13146
274.147,0.986154
274.347,0.532353
274.547,0.940213
274.747,0.990454
274.947,0.91022
275.147,0.859069
275.347,0.420476
275.547,0.532353
275.747,0.260768
275.947,1.28413
276.147,0.65146
276.347,0.208806
276.547,0.32249
276.747,0.368782
276.947,0.396232
277.147,0.12083
277.347,0.362491
277.547,0.0282843
277.747,0.155563
277.947,0.102956
278.167,0.319531
278.367,0.0412311
278.567,0.0728011
278.767,0.134164
278.947,0.14
279.167,0.100499
279.347,0.0223607
279.547,0.276586
279.747,0.148661
279.947,0.326497
280.147,0.35
280.347,0.196977
280.547,0.0316228
280.747,0.072111
280.947,0.0608276
281.147,0.243516
281.367,0.0360555
281.547,0.318277
281.747,0.122066
281.947,0.07
282.147,0.03
282.347,0.390512
282.547,0.493964
282.747,0.366742
282.947,0.230868
283.147,0.190263
283.347,0.186815
283.547,0.0761577
283.767,0.269258
283.947,0.107703
284.167,0.241868
284.347,0.161555
284.567,0.0894427
284.747,0.164012
284.967,0.0781025
285.167,0.120416
285.367,0.0360555
285.567,0.1
285.747,0.08544
285.967,0.05
286.167,0.13
286.367,0.114018
286.567,0.108167
286.767,0.114018
286.967,0.113137
287.147,0.0640312
287.367,0.0360555
287.567,0.0984886
287.766,0.114018
287.967,0.04
288.167,0.0583095
288.367,0.03
288.547,0.0728011
288.767,0.138924
288.967,0.0412311
289.167,0.0860232
289.367,0.0640312
289.567,0.03
289.767,0.067082
289.947,0.13
290.167,0.155563
290.367,0.18
290.567,0.100499
290.767,0.320624
290.947,0.364966
291.167,0.16
291.347,0.260192
291.567,0.178045
291.767,0.111803
291.967,0.156525
292.167,0.0447214
292.367,0.156205
292.567,0.0894427
292.767,0.0360555
292.967,0.136015
293.167,0.0360555
293.367,0.02
293.567,0.0640312
293.767,0.108167
293.947,0.0141421
294.167,0.0412311
294.367,0.130384
294.567,0.05
294.767,0.0447214
294.967,0.14
295.167,0.10198
295.347,0.0360555
295.567,0.155563
295.767,0.15
295.967,0.1
296.167,0.174929
296.367,0.12083
296.567,0.0223607
296.747,0.152315
296.967,0.0632455
297.167,0.100499
297.367,0.03
297.567,0.0565685
297.767,0.0894427
297.967,0.05
298.147,0.0509902
298.367,0.0608276
298.567,0.0984886
298.767,0.10198
298.967,0.0640312
299.167,0.123693
299.367,0.04
299.547,0.08
299.767,0.0583095
299.967,0.1253
300.167,0.0943398
300.367,0.0447214
300.567,0.108167
300.767,0.130384
300.947,0.0728011
301.167,0.106301
301.367,0.0282843
301.567,0.100499
301.767,0.0806226
301.967,0.0412311
302.167,0.0282843
302.347,0.0824621
302.567,0.0781025
302.767,0.01
302.967,0.02
303.167,0.0141421
303.367,0.10198
303.567,0.0360555
303.767,0.10198
303.967,0.05
304.167,0.07
304.367,0.164012
304.567,0.0412311
304.767,0.0806226
304.967,0.0984886
305.167,0.0316228
305.367,0.0424264
305.567,0.0412311
305.767,0.1
305.967,0.0412311
306.167,0.1
306.367,0.139284
306.567,0.0412311
306.767,0.0943398
306.967,0.08544
307.167,0.0806226
307.367,0.233452
307.567,0.15
307.767,0.0360555
307.967,0.0781025
308.167,0.0509902
308.367,0.140357
308.567,0.152643
308.767,0.06
308.967,0.0583095
309.167,0.0632455
309.367,0.0412311
309.567,0.128062
309.767,0.228473
309.967,0.0282843
310.167,0.174642
310.367,0.0509902
310.567,0.140357
310.767,0.0316228
310.967,0.158114
311.167,0.114018
311.367,0.0316228
311.567,0.0905538
311.767,0.0921954
311.967,0.250799
312.167,0.343657
312.367,0.0848528
312.567,0.0781025
312.767,0.120416
312.967,0.315753
313.167,0.190263
313.367,0.147648
313.567,0.142127
313.767,0.0640312
313.967,0.120416
314.167,0.252389
314.367,0.255539
314.567,0.104403
314.767,0.1
314.967,0.111803
315.167,0.067082
315.367,0.0412311
315.567,0.04
315.767,0.1253
315.967,0.0761577
316.167,0.0141421
316.367,0.04
316.567,0.110454
316.767,0.0424264
316.967,0.0360555
317.167,0.0316228
317.367,0.0223607
317.567,0.0316228
317.767,0.0948683
317.967,0.0360555
318.167,0.01
318.367,0.0921954
318.567,0.0583095
318.767,0.0316228
318.967,0.0806226
319.167,0.0860232
319.367,0.0921954
319.567,0.0509902
319.767,0.0921954
319.967,0.0538516
320.167,0.0509902
320.367,0.0360555
320.567,0.0360555
320.767,0.0538516
320.967,0.0707107
321.167,0.131529
321.367,0.0141421
321.567,0.0538516
321.767,0.0509902
321.967,0.116619
322.167,0.0316228
322.367,0.102956
322.567,0.0509902
322.767,0.0824621
322.967,0.0761577
323.167,0.0894427
323.367,0.0412311
323.567,0.0282843
323.767,0.0282843
323.967,0.03
324.167,0.12083
324.367,0.150333
324.567,0.0860232
324.767,0.0447214
324.967,0.04
325.167,0.0640312
325.367,0.0583095
325.567,0.08
325.767,0.0316228
325.967,0.0781025
326.167,0.0781025
326.367,0.170294
326.567,0.0538516
326.767,0.100499
326.967,0.0360555
327.167,0.0509902
327.367,0.0223607
327.567,0.0565685
327.767,0.107703
327.967,0.155242
328.167,0.0781025
328.367,0.05
328.567,0.117047
328.767,0.0412311
328.967,0.0806226
329.167,0.0948683
329.367,0.06
329.567,0.04
329.767,0.0728011
329.967,0.0894427
330.167,0.0761577
330.367,0.067082
330.567,0.12083
330.767,0.102956
330.967,0.139284
331.167,0.067082
331.367,0.0360555
331.567,0.0360555
331.767,0.128062
331.967,0.0921954
332.167,0.0948683
332.367,0.01
332.567,0.0447214
332.767,0.122066
332.967,0.0632455
333.167,0.067082
333.367,0.06
333.567,0.0316228
333.767,0.186011
333.967,0.0412311
334.167,0.05
